id,jurusan,teks,level,label,score
DS-3153,Hukum,Eee hmmm anu itu hmmm sengketa tanah sebenarnya eee sudah diselesaikan lewat jalur kekeluargaan hmmm tapi saya tetap membawanya ke ranah hukum untuk kepastian formal pak,1,0,20
DS-3154,Teknik Sipil,Penggunaan material ramah lingkungan seperti semen hijau dapat membantu mengurangi emisi karbon dioksida selama proses konstruksi bangunan berkelanjutan yang sedang gencar dilakukan oleh pemerintah saat ini,5,1,93
DS-3155,Manajemen,Analisis kelayakan investasi menunjukkan bahwa proyek ekspansi pabrik ini memiliki nilai net present value yang positif dan tingkat pengembalian internal yang melebihi biaya modal perusahaan,4,1,89
DS-3156,Informatika,Hmmm anu eee sebenarnya hmmm dokumentasi kodingan hmmm sangat minim sekali pak hmmm karena saya lebih fokus menyelesaikan fitur fitur utama agar aplikasi bisa segera dijalankan,2,0,29
DS-3157,Psikologi,Keseimbangan kehidupan kerja dan kehidupan pribadi sangat berpengaruh pada tingkat kebahagiaan karyawan yang pada gilirannya akan meningkatkan dedikasi mereka terhadap tujuan jangka panjang organisasi perusahaan,5,1,91
DS-3158,Hukum,Peran lembaga pengawas eksternal sangat diperlukan untuk menjaga integritas dan profesionalisme aparat penegak hukum dalam menjalankan tugasnya demi tegaknya keadilan di tengah masyarakat luas saat ini,4,1,83
DS-3159,Teknik Sipil,Eee hmmm itu hmmm anu perhitungan hidrolika sebenarnya eee menunjukkan adanya aliran turbulen hmmm tapi saya menyederhanakannya menjadi aliran laminer agar lebih mudah dihitung pak maaf,3,0,38
DS-3160,Manajemen,Pemanfaatan big data dalam analisis pasar memungkinkan perusahaan untuk memprediksi perilaku konsumen dengan lebih akurat dan menciptakan strategi pemasaran yang sangat personal bagi setiap target pelanggan,5,1,96
DS-3161,Informatika,Sistem autentikasi dua faktor memberikan lapisan keamanan tambahan yang sangat efektif dalam mencegah akses akun pengguna dari upaya peretasan oleh pihak pihak yang tidak bertanggung jawab,4,1,85
DS-3162,Psikologi,Eee hmmm anu itu hmmm variabel pengganggunya sebenarnya eee belum saya kontrol dengan baik hmmm sehingga hasil penelitian ini mungkin saja dipengaruhi oleh faktor faktor luar tersebut,1,0,17
DS-3163,Hukum,Kewajiban pendaftaran merek bagi pelaku usaha kecil menengah sangat penting untuk memberikan perlindungan hukum terhadap identitas produk dan mencegah klaim dari pihak pesaing yang tidak beretik,5,1,94
DS-3164,Teknik Sipil,Analisis struktur terhadap beban angin pada gedung pencakar langit dilakukan dengan uji terowongan angin untuk memastikan kenyamanan penghuni dan keamanan struktur utama gedung saat terjadi badai besar,4,1,88
DS-3165,Manajemen,Hmmm anu eee sebenarnya hmmm audit internal hmmm menemukan beberapa penyimpangan anggaran hmmm tapi manajemen memutuskan untuk tidak mempublikasikan hasil temuan tersebut kepada pemegang saham pak,2,0,26
DS-3166,Informatika,Penggunaan kontainerisasi dengan teknologi Docker memudahkan proses deployment aplikasi ke berbagai lingkungan server tanpa adanya masalah dependensi perangkat lunak yang sering dialami oleh tim pengembang,5,1,92
DS-3167,Psikologi,Kematangan kognitif pada remaja memungkinkan mereka untuk berpikir secara abstrak dan mempertimbangkan berbagai perspektif dalam mengambil keputusan yang berkaitan dengan masa depan pendidikan dan karier mereka,4,1,84
DS-3168,Hukum,Eee hmmm anu itu hmmm dasar pertimbangan hakim sebenarnya eee didasarkan pada keterangan saksi tunggal hmmm padahal dalam hukum acara itu dianggap kurang kuat untuk pembuktian pidana,1,0,19
DS-3169,Teknik Sipil,Desain sistem pencahayaan alami pada bangunan gedung hijau ini mampu mengurangi konsumsi energi listrik di siang hari hingga tiga puluh persen secara konsisten sepanjang tahun operasional,5,1,90
DS-3170,Manajemen,Pengelolaan hubungan pelanggan melalui sistem CRM yang terpadu membantu perusahaan dalam membangun loyalitas jangka panjang dan meningkatkan nilai seumur hidup pelanggan bagi profitabilitas perusahaan secara berkelanjutan,4,1,86
DS-3171,Informatika,Hmmm anu eee sebenarnya hmmm performa query basis data hmmm sangat lambat pak hmmm karena saya belum menambahkan indeks pada kolom kolom yang sering digunakan dalam proses pencarian data,3,0,41
DS-3172,Psikologi,Tingkat self efficacy yang tinggi pada mahasiswa berkorelasi positif dengan kegigihan mereka dalam menyelesaikan tugas akhir yang sulit meskipun menghadapi berbagai kendala teknis dan non teknis,5,1,95
DS-3173,Hukum,Penerapan prinsip keterbukaan informasi publik oleh badan pemerintah merupakan wujud nyata dari tata kelola pemerintahan yang baik dan bersih serta akuntabel di hadapan seluruh masyarakat Indonesia,4,1,81
DS-3174,Teknik Sipil,Eee hmmm itu hmmm anu spesifikasi material aspalnya eee tidak sesuai dengan rencana kerja hmmm karena stok di gudang vendor sedang kosong saat pelaksanaan proyek berlangsung kemarin,2,0,33
DS-3175,Manajemen,Analisis varians biaya produksi membantu manajemen dalam mengidentifikasi inefisiensi pada penggunaan bahan baku dan tenaga kerja langsung sehingga langkah korektif dapat segera diambil untuk penghematan biaya,5,1,93
DS-3176,Informatika,Pengembangan API dengan standar RESTful memastikan interoperabilitas yang tinggi antara aplikasi backend dan berbagai jenis aplikasi client seperti web mobile maupun platform pihak ketiga lainnya,4,1,87
DS-3177,Psikologi,Eee hmmm anu itu hmmm bias peneliti sebenarnya eee mungkin terjadi pak hmmm karena saya memiliki kedekatan emosional dengan subjek penelitian yang merupakan teman dekat saya sendiri,1,0,14
DS-3178,Hukum,Penegakan hukum terhadap kejahatan siber memerlukan kerja sama internasional antar negara karena sifat kejahatannya yang lintas batas dan menggunakan teknologi informasi yang sangat canggih dan kompleks,5,1,98
DS-3179,Teknik Sipil,Analisis struktur bawah bangunan menggunakan permodelan elemen hingga untuk memprediksi penurunan fondasi yang mungkin terjadi akibat beban bangunan yang sangat berat di atas tanah lempung tersebut,4,1,85
DS-3180,Manajemen,Hmmm anu eee sebenarnya hmmm laporan keuangan hmmm masih dalam proses rekonsiliasi hmmm karena ada selisih angka yang belum ditemukan penyebab utamanya di bagian kas keluar pak,2,0,30
DS-3181,Informatika,Penggunaan teknik kompresi data pada sistem penyimpanan file terbukti mampu menghemat ruang penyimpanan hingga lima puluh persen tanpa mengurangi kualitas data yang disimpan di dalam server tersebut,5,1,94
DS-3182,Psikologi,Kecerdasan emosional yang tinggi membantu individu dalam mengelola stres dan membangun hubungan kerja yang kolaboratif di tengah lingkungan profesional yang sangat kompetitif dan menuntut performa tinggi,4,1,89
DS-3183,Hukum,Eee hmmm anu itu hmmm draf undang undang sebenarnya eee masih dalam tahap harmonisasi hmmm tapi saya rasa isinya sudah cukup lengkap untuk diajukan ke rapat paripurna dpr pak,3,0,45
DS-3184,Teknik Sipil,Perencanaan jembatan lengkung ini mengedepankan aspek estetika tanpa mengabaikan faktor keamanan struktur dengan menggunakan metode analisis dinamik untuk mengevaluasi respons jembatan terhadap beban angin,5,1,91
DS-3185,Manajemen,Strategi blue ocean memungkinkan perusahaan untuk menciptakan ruang pasar baru yang belum terjamah oleh pesaing dan menjadikannya pemimpin pasar tanpa harus terlibat dalam persaingan harga yang berdarah,4,1,84
DS-3186,Informatika,Hmmm anu eee sebenarnya hmmm kodingan frontend hmmm berantakan sekali pak hmmm karena saya mengejar tenggat waktu pengumpulan berkas skripsi sehingga tidak sempat merapikan struktur file kodenya,1,0,12
DS-3187,Psikologi,Dukungan sosial dari keluarga merupakan faktor protektif utama dalam mencegah gangguan kesehatan mental pada individu yang sedang menghadapi tekanan hidup yang sangat berat di lingkungan pekerjaan mereka,5,1,96
DS-3188,Hukum,Peran saksi ahli dalam pembuktian kasus sengketa kekayaan intelektual sangat krusial untuk memberikan penjelasan teknis mengenai adanya kemiripan pokok antara dua karya yang sedang dipersengajakan di pengadilan,4,1,82
DS-3189,Teknik Sipil,Eee hmmm itu hmmm anu alat pengukur debit air eee mengalami kerusakan saat banjir bandang hmmm sehingga data yang saya sajikan di bab empat merupakan hasil estimasi manual saja,2,0,37
DS-3190,Manajemen,Kepemimpinan yang inklusif mendorong partisipasi aktif dari seluruh anggota tim tanpa membedakan latar belakang sehingga tercipta inovasi yang lebih beragam dan solusi yang lebih komprehensif bagi perusahaan,5,1,92
DS-3191,Informatika,Implementasi algoritma pemangkasan pada pohon keputusan membantu meningkatkan kecepatan prediksi model tanpa mengorbankan tingkat akurasi yang telah dicapai pada proses pelatihan data sebelumnya di laboratorium,4,1,86
DS-3192,Psikologi,Hmmm anu eee sebenarnya hmmm teori yang saya gunakan hmmm kurang sesuai dengan data lapangan hmmm tapi saya mencoba untuk tetap memaksakan analisisnya agar sesuai dengan hipotesis awal pak,2,0,27
DS-3193,Hukum,Prinsip keterbukaan informasi dalam pasar modal bertujuan untuk melindungi kepentingan investor dari praktik perdagangan orang dalam yang dapat merugikan integritas pasar keuangan secara menyeluruh dan sistemik,5,1,95
DS-3194,Teknik Sipil,Penggunaan beton pracetak pada proyek gedung bertingkat ini mampu mempercepat waktu pelaksanaan konstruksi hingga empat puluh persen dan menjamin kualitas material yang lebih konsisten dibandingkan pengecoran konvensional,4,1,88
DS-3195,Manajemen,Eee hmmm anu itu hmmm margin laba kotor sebenarnya eee sudah cukup baik hmmm tapi saya belum menghitung beban pajak yang harus dibayarkan perusahaan pada akhir tahun buku ini pak,3,0,42
DS-3196,Informatika,Pemanfaatan teknologi cloud computing memberikan fleksibilitas bagi perusahaan dalam mengelola sumber daya IT secara dinamis sesuai dengan kebutuhan beban kerja yang fluktuatif setiap harinya secara otomatis dan efisien,5,1,93
DS-3197,Psikologi,Motivasi berprestasi yang tinggi pada karyawan didorong oleh keinginan untuk mencapai standar keunggulan pribadi dan mendapatkan umpan balik konstruktif mengenai hasil kerja mereka secara berkala dan konsisten,4,1,83
DS-3198,Hukum,Eee hmmm anu itu hmmm putusan banding sebenarnya eee menguatkan putusan tingkat pertama hmmm tapi saya lupa apa saja poin poin pertimbangan hukum yang disampaikan oleh majelis hakim tinggi,1,0,16
DS-3199,Teknik Sipil,Analisis rembesan air pada tubuh bendungan dilakukan dengan pemodelan numerik untuk menentukan posisi garis freatik dan memastikan stabilitas lereng hilir terhadap bahaya erosi internal atau piping,5,1,97
DS-3200,Manajemen,Peningkatan efisiensi operasional melalui penerapan lean management terbukti mampu mengurangi pemborosan waktu dan sumber daya pada setiap tahap proses bisnis di perusahaan manufaktur otomotif global ini,4,1,85
DS-3201,Informatika,Hmmm anu eee sebenarnya hmmm integritas data hmmm terancam karena hmmm tidak adanya sistem backup otomatis yang berjalan di server utama kami selama enam bulan terakhir pak,2,0,31
DS-3202,Psikologi,Penyesuaian diri yang baik pada lingkungan baru dipengaruhi oleh kemampuan komunikasi interpersonal dan kematangan emosi individu dalam menghadapi situasi yang penuh ketidakpastian dan perubahan mendadak secara terus menerus,5,1,91
DS-3203,Hukum,Perlindungan konsumen terhadap klausul baku yang merugikan harus dijamin oleh pemerintah melalui pengawasan ketat terhadap setiap perjanjian yang dibuat oleh pelaku usaha besar dengan konsumen individu secara luas,4,1,89
DS-3204,Teknik Sipil,Eee hmmm itu hmmm anu jadwal pengerjaan proyek eee molor dari rencana awal hmmm karena adanya kendala dalam pengadaan lahan yang belum tuntas di area akses masuk utama pak,3,0,39
DS-3205,Manajemen,Analisis rasio profitabilitas menunjukkan kemampuan perusahaan dalam menghasilkan laba dari penjualan dan investasi yang dilakukan sepanjang tahun berjalan dengan sangat efisien dan efektif bagi pemegang saham,5,1,94
DS-3206,Informatika,Pengembangan fitur real time chat menggunakan teknologi web sockets memastikan pertukaran pesan antar pengguna terjadi secara instan tanpa adanya delay yang berarti pada sisi antarmuka pengguna aplikasi tersebut,4,1,82
DS-3207,Psikologi,Eee hmmm anu itu hmmm hasil tes kepribadian sebenarnya eee menunjukkan hasil yang inkonsisten hmmm mungkin karena subjek sedang mengalami tekanan emosional saat melakukan pengisian kuesioner tersebut pak,1,0,23
DS-3208,Hukum,Kedudukan hukum warga negara untuk mengajukan gugatan perwakilan kelompok dijamin oleh peraturan perundang undangan untuk melindungi kepentingan umum dari tindakan yang merugikan masyarakat luas secara materiil maupun imateriil,5,1,96
DS-3209,Teknik Sipil,Perencanaan geometrik jalan raya ini mempertimbangkan jarak pandang aman dan radius tikungan yang sesuai dengan standar kecepatan rencana untuk menjamin keselamatan seluruh pengguna jalan saat melintas di sana,4,1,87
DS-3210,Manajemen,Hmmm anu eee sebenarnya hmmm sistem manajemen mutu hmmm belum sepenuhnya diterapkan hmmm karena resistensi dari sebagian besar karyawan senior yang sudah terbiasa dengan cara kerja lama pak,2,0,28
DS-3211,Informatika,Penggunaan teknik transfer learning pada model deep learning memungkinkan kita untuk mencapai akurasi tinggi pada dataset kecil dengan memanfaatkan fitur fitur yang telah dipelajari dari model yang sudah dilatih,5,1,93
DS-3212,Psikologi,Faktor lingkungan sekolah memiliki peran krusial dalam membentuk perilaku prososial pada anak melalui program pendidikan karakter dan interaksi positif antar teman sebaya yang terencana dengan sangat baik dan terukur,4,1,84
DS-3213,Hukum,Eee hmmm anu itu hmmm pembagian harta gono gini sebenarnya eee sudah disepakati di depan notaris hmmm tapi pihak suami tiba tiba menggugat kembali ke pengadilan agama pak maaf,1,0,18
DS-3214,Teknik Sipil,Analisis beban gempa pada gedung ini menggunakan metode spektra respons untuk mengevaluasi gaya geser dasar dan perpindahan antar lantai sehingga struktur utama gedung tetap dalam batas aman yang diizinkan,5,1,95
DS-3215,Manajemen,Inovasi dalam model bisnis digital memungkinkan perusahaan untuk menjangkau pasar global dengan biaya distribusi yang sangat rendah dan meningkatkan margin keuntungan secara signifikan dalam waktu yang relatif singkat,4,1,86
DS-3216,Informatika,Hmmm anu eee sebenarnya hmmm dokumentasi API hmmm masih sangat berantakan pak hmmm saya belum sempat menuliskan deskripsi untuk setiap parameter masukan dan keluaran dari layanan tersebut,3,0,35
DS-3217,Psikologi,Teori kognitif sosial Bandura menjelaskan bahwa pembelajaran terjadi melalui observasi peniruan dan penguatan perilaku yang dilihat dari model sosial dalam lingkungan sekitar individu tersebut secara berkelanjutan,5,1,92
DS-3218,Hukum,Asas kepastian hukum menuntut agar setiap peraturan perundang undangan dirumuskan secara jelas dan tegas untuk menghindari multitafsir yang dapat merugikan hak hak warga negara di hadapan penegak hukum,4,1,83
DS-3219,Teknik Sipil,Eee hmmm itu hmmm anu volume aspal beton sebenarnya eee lebih sedikit dari rencana hmmm karena saya salah mengalikan luas area dengan tebal perkerasan di tabel perhitungan akhir pak,2,0,34
DS-3220,Manajemen,Analisis sensitivitas digunakan untuk mengetahui dampak perubahan variabel ekonomi makro seperti tingkat bunga dan inflasi terhadap kelayakan finansial proyek investasi jangka panjang perusahaan secara menyeluruh,5,1,90
DS-3221,Informatika,Implementasi sistem load balancing memastikan beban kerja terdistribusi secara merata ke beberapa server sehingga tidak ada server tunggal yang mengalami overload saat terjadi lonjakan trafik pengguna yang tinggi,4,1,85
DS-3222,Psikologi,Eee hmmm anu itu hmmm teknik pengambilan data sebenarnya eee dilakukan lewat telepon hmmm sehingga saya tidak bisa melihat ekspresi wajah responden saat menjawab pertanyaan sensitif tersebut pak,1,0,21
DS-3223,Hukum,Peran lembaga peradilan dalam menjaga keseimbangan antara hak individu dan kepentingan publik sangat vital untuk mewujudkan tatanan masyarakat yang demokratis dan berlandaskan pada hukum yang adil bagi semua,5,1,97
DS-3224,Teknik Sipil,Perencanaan drainase bandara ini menggunakan sistem sumur resapan untuk meminimalkan dampak limpasan air ke area sekitar bandara sekaligus menjaga cadangan air tanah di lingkungan bandara tersebut,4,1,81
DS-3225,Manajemen,Hmmm anu eee sebenarnya hmmm struktur organisasi hmmm terlalu gemuk pak hmmm sehingga proses pengambilan keputusan menjadi sangat lambat dan birokratis di tingkat manajemen menengah perusahaan ini,2,0,32
DS-3226,Informatika,Penggunaan standar keamanan HTTPS pada seluruh komunikasi data antara client dan server menjamin bahwa informasi sensitif pengguna tidak dapat disadap oleh pihak ketiga yang mencoba melakukan serangan man in the middle,5,1,94
DS-3227,Psikologi,Pengaruh efikasi diri terhadap performa akademik mahasiswa terbukti sangat kuat terutama dalam mata kuliah yang dianggap sulit dan menuntut pemahaman konsep yang mendalam serta latihan yang intensif dan berkelanjutan,4,1,88
DS-3228,Hukum,Eee hmmm anu itu hmmm legal opini saya sebenarnya eee masih draf kasar hmmm karena ada beberapa referensi putusan terbaru yang belum saya masukkan ke dalam analisis yuridis saya pak maaf,3,0,46
DS-3229,Teknik Sipil,Analisis elemen hingga pada sambungan kayu modern menunjukkan distribusi tegangan yang lebih merata dibandingkan sambungan tradisional sehingga kapasitas beban struktur dapat ditingkatkan secara signifikan bagi bangunan kayu,5,1,96
DS-3230,Manajemen,Penerapan konsep ekonomi sirkular dalam proses produksi membantu perusahaan dalam mengurangi limbah dan menghemat biaya bahan baku dengan cara mendaur ulang komponen yang masih layak pakai untuk produk baru,4,1,83
DS-3231,Informatika,Hmmm anu eee sebenarnya hmmm algoritma ini hmmm membutuhkan waktu komputasi yang sangat lama hmmm jika jumlah data yang diproses mencapai jutaan baris dalam sekali proses eksekusi di server lokal,2,0,25
DS-3232,Psikologi,Dukungan sosial di tempat kerja merupakan variabel moderator yang signifikan dalam hubungan antara stres kerja dan kepuasan kerja karyawan di perusahaan industri kreatif yang memiliki tingkat tekanan tinggi,5,1,91
DS-3233,Hukum,Prinsip akuntabilitas publik mengharuskan setiap pejabat negara untuk mempertanggungjawabkan setiap keputusan dan tindakan yang diambilnya kepada rakyat melalui mekanisme pengawasan yang efektif dan transparan bagi semua,4,1,87
DS-3234,Teknik Sipil,Eee hmmm itu hmmm anu kuat tarik baja tulangan eee tidak seragam hmmm mungkin karena berasal dari produsen yang berbeda beda sehingga kualitasnya tidak konsisten di lokasi pembangunan proyek tersebut,1,0,11
DS-3235,Manajemen,Analisis regresi logistik digunakan untuk memprediksi probabilitas konsumen melakukan churn berdasarkan riwayat penggunaan layanan dan keluhan yang disampaikan kepada tim customer service dalam enam bulan terakhir,5,1,95
DS-3236,Informatika,Pengembangan aplikasi web ini menggunakan pendekatan mobile first design untuk memastikan kenyamanan pengguna saat mengakses aplikasi melalui perangkat seluler dengan ukuran layar yang beragam dan terbatas tersebut,4,1,84
DS-3237,Psikologi,Eee hmmm anu itu hmmm hipotesis saya sebenarnya eee ditolak oleh data hmmm sehingga saya harus menulis ulang bagian pembahasan agar bisa menjelaskan mengapa hasil penelitian ini tidak sesuai teori,2,0,24
DS-3238,Hukum,Pembuktian unsur kerugian keuangan negara dalam kasus korupsi harus didasarkan pada laporan hasil pemeriksaan ahli dari lembaga negara yang berwenang seperti badan pemeriksa keuangan agar memiliki kekuatan hukum kuat,5,1,93
DS-3239,Teknik Sipil,Penggunaan aspal porus pada area parkir dapat membantu meresapkan air hujan langsung ke dalam tanah sehingga mengurangi risiko banjir lokal dan beban pada sistem drainase perkotaan di sekitarnya secara efektif,4,1,85
DS-3240,Manajemen,Hmmm anu eee sebenarnya hmmm strategi harga hmmm yang ditetapkan perusahaan hmmm terlalu rendah pak hmmm sehingga margin keuntungan kami sangat tipis dan tidak mampu menutup biaya pemasaran yang besar,3,0,36
DS-3241,Informatika,Arsitektur microservices memungkinkan tim pengembang untuk bekerja secara independen pada setiap layanan sehingga siklus rilis fitur baru menjadi lebih cepat dan risiko kegagalan sistem total dapat diminimalisir secara signifikan,5,1,92
DS-3242,Psikologi,Peran pola asuh demokratis dalam mengembangkan kemandirian anak sangat besar karena memberikan kesempatan bagi anak untuk mengeksplorasi minat mereka dengan bimbingan yang suportif dari orang tua di rumah secara konsisten,4,1,86
DS-3243,Hukum,Eee hmmm anu itu hmmm hak imunitas advokat sebenarnya eee berlaku selama menjalankan tugas profesi hmmm tapi dalam kasus ini ada dugaan keterlibatan dalam perintangan penyidikan yang dilakukan secara sengaja,1,0,15
DS-3244,Teknik Sipil,Perencanaan gedung parkir bertingkat ini menggunakan sistem struktur beton pascatarik untuk menghasilkan bentang ruangan yang lebih luas tanpa adanya banyak kolom di tengah area parkir kendaraan bagi kenyamanan pengguna,5,1,97
DS-3245,Manajemen,Kepuasan pelanggan berpengaruh positif terhadap loyalitas merek yang pada gilirannya akan meningkatkan frekuensi pembelian ulang dan merekomendasikan produk kepada orang lain melalui testimoni positif di media sosial perusahaan,4,1,82
DS-3246,Informatika,Hmmm anu eee sebenarnya hmmm sistem keamanan hmmm masih memiliki celah pada bagian input validasi hmmm sehingga potensi serangan SQL injection masih mungkin terjadi jika tidak segera diperbaiki oleh tim backend pak,2,0,30
DS-3247,Psikologi,Kecerdasan intelektual saja tidak menjamin kesuksesan karier seseorang karena faktor kepribadian seperti kesadaran diri dan kemampuan bekerja sama dalam tim memiliki peran yang tidak kalah penting dalam dunia kerja,5,1,94
DS-3248,Hukum,Mekanisme peninjauan kembali atas putusan yang telah berkekuatan hukum tetap hanya dapat diajukan jika ditemukan novum atau bukti baru yang bersifat sangat menentukan bagi nasib perkara yang telah diputuskan tersebut,4,1,89
DS-3249,Teknik Sipil,Eee hmmm itu hmmm anu elevasi jalan sebenarnya eee terlalu rendah hmmm sehingga saat terjadi pasang air laut jalan tersebut sering tergenang air meskipun tidak ada hujan yang turun di lokasi tersebut,3,0,44
DS-3250,Manajemen,Manajemen rantai pasok yang terintegrasi memungkinkan perusahaan untuk merespon perubahan permintaan pasar secara lebih lincah dan mengurangi tingkat persediaan barang jadi di gudang yang dapat membebani biaya operasional perusahaan,5,1,91
DS-3251,Informatika,Pengujian beban dilakukan untuk mengetahui kapasitas maksimal sistem dalam menangani jumlah pengguna bersamaan sebelum mengalami penurunan performa atau kegagalan layanan total yang dapat merugikan seluruh pengguna aplikasi kami,4,1,81
DS-3252,Psikologi,Eee hmmm anu itu hmmm subjek penelitian saya sebenarnya eee hanya berjumlah sepuluh orang hmmm karena sulit sekali mencari orang dengan kriteria gangguan langka seperti yang saya teliti dalam skripsi ini pak,2,0,29
DS-3253,Hukum,Kewenangan jaksa pengacara negara dalam mewakili kepentingan pemerintah di peradilan perdata dan tata usaha negara sangat penting untuk melindungi aset negara dari gugatan pihak pihak yang tidak bertanggung jawab,5,1,95
DS-3254,Teknik Sipil,Analisis hidrologi untuk menentukan debit banjir rencana menggunakan metode hidrograf satuan sintetis yang divalidasi dengan data curah hujan historis selama sepuluh tahun terakhir dari stasiun pengamat cuaca terdekat,4,1,86
DS-3255,Manajemen,Hmmm anu eee sebenarnya hmmm posisi kas perusahaan hmmm dalam keadaan kritis hmmm karena banyak piutang macet dari pelanggan besar yang belum tertagih meskipun sudah melewati jatuh tempo pembayaran pak maaf,3,0,33
DS-3256,Informatika,Implementasi algoritma pengenalan wajah dalam sistem absensi ini memiliki tingkat akurasi tinggi dan mampu bekerja dalam kondisi pencahayaan yang kurang optimal berkat penggunaan teknik normalisasi citra yang canggih sekali,5,1,96
DS-3257,Psikologi,Pengaruh efikasi diri terhadap perilaku menolong menunjukkan bahwa individu yang merasa mampu melakukan tugas tertentu lebih cenderung memberikan bantuan kepada orang lain yang membutuhkan bantuan dalam konteks yang sama,4,1,84
DS-3258,Hukum,Eee hmmm anu itu hmmm pendaftaran paten sebenarnya eee sudah diajukan hmmm tapi saya belum mendapatkan nomor pendaftaran resminya karena ada kendala administrasi di kantor wilayah kementerian hukum dan ham pak,1,0,17
DS-3259,Teknik Sipil,Perancangan struktur pelabuhan ini mempertimbangkan gaya arus dan pasang surut air laut serta korosi pada material baja yang digunakan untuk menjamin masa layanan bangunan hingga lima puluh tahun mendatang di laut,5,1,93
DS-3260,Manajemen,Pengembangan kompetensi karyawan melalui program pelatihan dan pengembangan yang berkelanjutan merupakan investasi strategis bagi perusahaan untuk menghadapi perubahan teknologi dan persaingan bisnis yang semakin ketat di masa depan,4,1,85
DS-3261,Informatika,Hmmm anu eee sebenarnya hmmm kode sumber ini hmmm belum saya beri komentar pak hmmm sehingga orang lain mungkin akan kesulitan memahami logika yang saya bangun di bagian algoritma pencarian jalur terpendek ini,2,0,28
DS-3262,Psikologi,Kecenderungan perfeksionisme pada mahasiswa dapat menjadi pedang bermata dua di mana di satu sisi meningkatkan kualitas kerja namun di sisi lain dapat memicu tingkat kecemasan yang tinggi dan penundaan tugas akademik,5,1,92
DS-3263,Hukum,Prinsip keterbukaan informasi dalam laporan keuangan perusahaan publik wajib dipenuhi untuk memberikan gambaran yang akurat mengenai kondisi kesehatan finansial perusahaan kepada seluruh pemegang saham dan calon investor luar,4,1,87
DS-3264,Teknik Sipil,Eee hmmm itu hmmm anu perhitungan stabilitas lereng sebenarnya eee menggunakan metode yang sangat sederhana hmmm sehingga saya ragu apakah hasilnya bisa dipercaya untuk kondisi lapangan yang sangat kompleks ini pak,3,0,40
DS-3265,Manajemen,Analisis nilai tambah dalam rantai nilai perusahaan membantu manajemen dalam mengidentifikasi aktivitas mana yang memberikan kontribusi terbesar terhadap keunggulan kompetitif dan mana yang merupakan aktivitas tidak bernilai tambah,5,1,90
DS-3266,Informatika,Penggunaan teknologi web progressive memungkinkan pengguna untuk mendapatkan pengalaman serupa aplikasi native dengan akses offline dan notifikasi push tanpa perlu menginstal aplikasi dari store aplikasi secara manual dan lama,4,1,83
DS-3267,Psikologi,Eee hmmm anu itu hmmm proses pengkodean data kualitatif sebenarnya eee sangat subjektif hmmm sehingga saya khawatir ada bias pribadi yang masuk ke dalam interpretasi hasil wawancara yang saya sajikan dalam bab empat,1,0,13
DS-3268,Hukum,Fungsi legislasi dewan perwakilan rakyat harus dijalankan dengan mengedepankan aspirasi masyarakat dan mempertimbangkan naskah akademik yang disusun secara mendalam agar undang undang yang dihasilkan memiliki kualitas yang baik dan adil,5,1,98
DS-3269,Teknik Sipil,Penerapan sistem otomasi pada gedung pintar mampu meningkatkan kenyamanan penghuni melalui pengaturan suhu dan pencahayaan secara otomatis berdasarkan sensor keberadaan orang dan intensitas cahaya matahari dari luar bangunan tersebut,4,1,81
DS-3270,Manajemen,Hmmm anu eee sebenarnya hmmm laporan rugi laba hmmm menunjukkan angka yang bias pak hmmm karena ada beberapa pengeluaran pribadi pemilik perusahaan yang dimasukkan ke dalam beban operasional kantor secara tidak sengaja,2,0,26
DS-3271,Informatika,Perancangan basis data relasional ini mengikuti prinsip normalisasi untuk menjamin integritas data dan meminimalkan redundansi informasi yang dapat menyebabkan anomali saat dilakukan proses pembaruan atau penghapusan data nantinya,5,1,94
DS-3272,Psikologi,Peran dukungan sosial dalam meningkatkan kualitas hidup lansia sangat signifikan terutama dalam menjaga kesehatan mental dan mencegah perasaan kesepian yang sering dialami oleh individu pada masa usia lanjut di panti jompo,4,1,89
DS-3273,Hukum,Eee hmmm anu itu hmmm bukti elektronik sebenarnya eee sudah saya lampirkan hmmm tapi saya belum yakin apakah tangkapan layar dari aplikasi pesan instan tersebut bisa dianggap sebagai alat bukti yang sah di depan persidangan,3,0,43
DS-3274,Teknik Sipil,Analisis dampak lalu lintas untuk pembangunan pusat perbelanjaan baru ini menyertakan simulasi pergerakan kendaraan di persimpangan sekitarnya untuk menentukan kebutuhan penambahan lajur atau perubahan pengaturan lampu lalu lintas,5,1,91
DS-3275,Manajemen,Inovasi dalam layanan purna jual merupakan strategi efektif untuk meningkatkan kepuasan pelanggan dan membangun reputasi positif merek yang pada akhirnya akan berdampak pada pertumbuhan penjualan jangka panjang secara berkelanjutan,4,1,85
DS-3276,Informatika,Hmmm anu eee sebenarnya hmmm antarmuka pengguna aplikasi ini hmmm masih kurang responsif pak hmmm saat dibuka pada perangkat dengan layar kecil beberapa elemen visual terlihat saling bertumpuk dan sulit untuk diklik pengguna,2,0,32
DS-3277,Psikologi,Kemampuan pemecahan masalah secara kreatif dipengaruhi oleh fleksibilitas kognitif dan keterbukaan terhadap pengalaman baru yang memungkinkan individu untuk melihat masalah dari berbagai sudut pandang yang berbeda dan tidak biasa,5,1,96
